Name	UCSC_RefGene_Name	UCSC_RefGene_Group	Regulatory_Feature_Group	CHR_hg38	Start_hg38	End_hg38
cg26415566	DNASE1L2;DNASE1L2	Body;Body	Unclassified_Cell_type_specific	chr16	2237093	2237095
cg26878947	DTNBP1;DTNBP1;DTNBP1	Body;Body;5'UTR	Unclassified_Cell_type_specific	chr6	15658600	15658602
cg22285621	SSH3	Body	Promoter_Associated	chr11	67303850	67303852
cg07788575	HGSNAT	Body		chr8	43163300	43163302
cg05871275	AKNA	Body		chr9	114379054	114379056
cg04171038	EP400	Body		chr12	132028073	132028075
cg17985486				chr17	82350878	82350880
cg05780020	MAD1L1;MAD1L1;MAD1L1	Body;Body;Body		chr7	1972078	1972080
cg09148852	LOC338799	Body	Gene_Associated_Cell_type_specific	chr12	121797262	121797264
cg05037299				chr13	109212890	109212892
cg02151918	PPFIA1;PPFIA1;PPFIA1	Body;Body;Body	Unclassified_Cell_type_specific	chr11	70365161	70365163
cg22498365	TBCD	Body	Unclassified	chr17	82871151	82871153
cg18342814	C21orf2	Body		chr21	44335856	44335858
cg24699021	ERGIC1	Body		chr5	172878982	172878984
cg09446583			Unclassified	chr2	43171131	43171133
cg13588668	NAA40;NAA40	5'UTR;Body		chr11	63940958	63940960
cg10738873	POR	5'UTR		chr7	75950221	75950223
cg14457806				chr4	37866058	37866060
cg25300670	COBLL1;COBLL1;COBLL1;COBLL1	Body;Body;Body;Body		chr2	164761394	164761396
cg11046602	SPOP;SPOP;SPOP;SPOP;SPOP;SPOP	Body;Body;Body;Body;Body;Body		chr17	49618095	49618097
cg19915997	COLQ;COLQ;COLQ	3'UTR;3'UTR;3'UTR		chr3	15451217	15451219
cg13291516	SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9	Body;Body;Body;Body;Body;Body;Body		chr17	77411762	77411764
cg10278046	ZNF500	Body		chr16	4752846	4752848
cg02135245	ABR;ABR;ABR	Body;Body;Body		chr17	1095470	1095472
cg11254522	FGR;FGR;FGR	Body;Body;Body		chr1	27623831	27623833
cg13873287	CCDC88C	Body		chr14	91325449	91325451
cg00349233				chr8	129683730	129683732
cg22881435	RAB11FIP1;RAB11FIP1;RAB11FIP1	Body;TSS1500;Body		chr8	37874567	37874569
cg19029576	ENTPD8;ENTPD8	Body;Body		chr9	137436233	137436235
cg10505658	CCDC57	Body	Unclassified_Cell_type_specific	chr17	82126694	82126696
cg06528771				chr2	101897522	101897524
cg22894329	LPCAT1	Body	Unclassified	chr5	1495240	1495242
cg21607965	IQCE;IQCE	Body;Body	Unclassified	chr7	2608654	2608656
cg02141084			Unclassified	chr12	8681554	8681556
cg10171422	C2orf42	Body		chr2	70181825	70181827
cg08584498	PPAP2B	3'UTR		chr1	56495840	56495842
cg04168474	LOC146336;SSTR5;SSTR5	TSS200;5'UTR;1stExon		chr16	1078864	1078866
cg19911880	ASAP1	Body		chr8	130341722	130341724
cg23241030	CCDC62;CCDC62	Body;Body		chr12	122813303	122813305
cg17891146	TSHZ1;TSHZ1	5'UTR;Body		chr18	75261453	75261455
cg00430562	FAM168A;FAM168A;FAM168A	3'UTR;3'UTR;3'UTR		chr11	73405283	73405285
cg00090873	SLC8A1	5'UTR		chr2	40487749	40487751
cg08622048	SND1	Body		chr7	128044316	128044318
cg13747876	SLC16A3;SLC16A3;SLC16A3	Body;Body;Body	Promoter_Associated	chr17	82237525	82237527
cg06682445	URGCP;URGCP;URGCP	3'UTR;3'UTR;3'UTR		chr7	43876191	43876193
cg11432495				chr18	9894857	9894859
cg24176612	NINJ2;NINJ2;NINJ2	Body;Body;5'UTR		chr12	586513	586515
cg15985709	TRIO	Body		chr5	14385314	14385316
cg01719223	MAD1L1;MAD1L1;MAD1L1	Body;Body;Body	Unclassified_Cell_type_specific	chr7	2166091	2166093
cg19755813	GEMIN4	Body		chr17	746967	746969
cg00062454	TRIM33;TRIM33	Body;Body		chr1	114489502	114489504
cg08567279	LECT1;LECT1	Body;Body	Unclassified	chr13	52739393	52739395
cg10510259				chr12	104181462	104181464
cg09723773	EP400	Body		chr12	132056562	132056564
cg19759064	PHKG1;PHKG1	1stExon;5'UTR		chr7	56092993	56092995
cg20807920	TEX30;TEX30;TEX30;TEX30	Body;5'UTR;5'UTR;5'UTR		chr13	102772177	102772179
cg18956603	JUP;JUP	5'UTR;5'UTR		chr17	41773370	41773372
cg23774975	RHOG	Body		chr11	3827617	3827619
cg08929197	ZDHHC14;ZDHHC14	Body;Body		chr6	157647490	157647492
cg16071100	FYN;FYN;FYN	TSS1500;5'UTR;5'UTR		chr6	111721107	111721109
cg07143462				chr2	156433000	156433002
cg07553378	GRB10;GRB10;GRB10;GRB10	Body;Body;Body;Body		chr7	50658888	50658890
cg02017950	ZNF205;ZNF205;ZNF205;ZNF205-AS1;ZNF205-AS1	TSS200;TSS200;TSS200;Body;Body		chr16	3112478	3112480
cg04150971	SFXN1	Body		chr5	175511420	175511422
cg23138003				chr3	38280908	38280910
cg16852704	TLX2	Body		chr2	74516115	74516117
cg05538887	SULT6B1	TSS1500		chr2	37189739	37189741
cg09981432				chr2	117856801	117856803
cg06571273	LOC100129148;LUC7L2;LUC7L2;LUC7L2;C7orf55-LUC7L2;LOC100129148	Body;3'UTR;3'UTR;3'UTR;3'UTR;ExonBnd		chr7	139423279	139423281
cg08435323	APPL2;APPL2;APPL2	Body;Body;Body		chr12	105198689	105198691
cg08017518	FAM193A;FAM193A;FAM193A;FAM193A;FAM193A;FAM193A	Body;Body;Body;Body;Body;Body	Gene_Associated_Cell_type_specific	chr4	2696649	2696651
cg11249357	DCPS	Body		chr11	126314161	126314163
cg26099837	AKT1;AKT1;AKT1	Body;Body;Body		chr14	104789023	104789025
cg24697460	NCOR2;NCOR2	Body;Body		chr12	124424106	124424108
cg00848128				chr8	101374157	101374159
cg25554716	UBE2K;UBE2K;UBE2K	Body;Body;Body		chr4	39764224	39764226
cg04112866	TGFBRAP1;TGFBRAP1	5'UTR;5'UTR		chr2	105309507	105309509
cg22280254	ZMIZ1-AS1;ZMIZ1-AS1;ZMIZ1-AS1	Body;Body;Body		chr10	79001081	79001083
cg18414488			Unclassified	chr17	28871289	28871291
cg23021282	KIAA0930	Body	Gene_Associated_Cell_type_specific	chr22	45227832	45227834
cg05535202				chr17	75862209	75862211
cg06643002	BRF1;BRF1;BRF1;BRF1;BRF1	Body;Body;Body;Body;Body	Unclassified_Cell_type_specific	chr14	105269459	105269461
cg16504019	ERI2;ERI2;LOC81691;LOC81691	Body;Body;TSS1500;TSS1500	Promoter_Associated	chr16	20806106	20806108
cg02804921	C9orf139;ABCA2;FUT7	5'UTR;TSS1500;3'UTR	Promoter_Associated	chr9	137030256	137030258
cg00762029	IRF2	Body		chr4	184396283	184396285
cg26759440				chr12	1535515	1535517
cg11019190	NSUN2;NSUN2;NSUN2	Body;Body;Body		chr5	6608799	6608801
cg16865970	PRKCE	Body		chr2	45836454	45836456
cg09863821	MARCH7;MARCH7;MARCH7;MARCH7	TSS1500;Body;Body;Body		chr2	159732588	159732590
cg07766263	SLC7A14	5'UTR		chr3	170585255	170585257
cg17544101	LOC100129148	Body		chr7	139426463	139426465
cg05348816	TAB1;TAB1	Body;Body		chr22	39408381	39408383
cg05486872	MYOM1;MYOM1	3'UTR;3'UTR		chr18	3066823	3066825
cg23991482	LSM7	Body		chr19	2324439	2324441
cg18445426				chr2	88859692	88859694
cg14007090	LAMA5	Body	Unclassified_Cell_type_specific	chr20	62339952	62339954
cg05350176				chr2	65157796	65157798
cg10923088	CABLES2	Body	Unclassified_Cell_type_specific	chr20	62401930	62401932
cg10723617	MSI2;MSI2	Body;Body		chr17	57456027	57456029
cg09041183	TFDP1;TFDP1	Body;Body		chr13	113616478	113616480
cg10133935	DAZAP1;DAZAP1	Body;Body		chr19	1423753	1423755
cg16249322	HELZ2;HELZ2	TSS1500;Body		chr20	63568121	63568123
cg19588519				chr10	124058300	124058302
cg22568423	MYO1F	Body	Gene_Associated_Cell_type_specific	chr19	8525682	8525684
cg23031705	TTC28-AS1;TTC28	Body;Body		chr22	27994877	27994879
cg01154505	FBLN7;FBLN7	Body;Body	Unclassified_Cell_type_specific	chr2	112182831	112182833
cg01475138	CEP85L;CEP85L	Body;Body		chr6	118469214	118469216
cg20949306	RAB3GAP1	3'UTR		chr2	135169063	135169065
cg23966795	TANC1;TANC1	Body;Body		chr2	159211953	159211955
cg04204972	ACRBP	Body		chr12	6638396	6638398
cg07878580	RASA3	Body		chr13	114028154	114028156
cg11310954	PVRIG2P;STAG3L5P-PVRIG2P-PILRB;STAG3L5P-PVRIG2P-PILRB	Body;Body;Body		chr7	100353144	100353146
cg10388349	ZSWIM6	Body		chr5	61347221	61347223
cg10217454			Unclassified_Cell_type_specific	chr6	218488	218490
cg01150646	MYO1C;MYO1C;MYO1C	Body;Body;Body	Unclassified_Cell_type_specific	chr17	1474009	1474011
cg02523893	GRK6;GRK6;GRK6	Body;Body;Body		chr5	177434821	177434823
cg09046399	SQSTM1;SQSTM1;SQSTM1	3'UTR;3'UTR;3'UTR	Gene_Associated	chr5	179837097	179837099
cg21585409	WIPI2;WIPI2;WIPI2;WIPI2;WIPI2	Body;Body;Body;Body;Body		chr7	5230880	5230882
cg19602649	POU2AF1	TSS1500	Unclassified	chr11	111379893	111379895
cg14433374	SCAF8;SCAF8;SCAF8;SCAF8;SCAF8	Body;Body;Body;Body;Body		chr6	154814329	154814331
cg24806646	COA1;COA1	Body;Body		chr7	43643070	43643072
cg27324619	INPP5J	TSS200		chr22	31122873	31122875
cg16229875	CEBPE	TSS1500	Promoter_Associated	chr14	23119856	23119858
cg12717944	FADS3	Body		chr11	61880263	61880265
cg01740922	C9orf117	Body	Unclassified_Cell_type_specific	chr9	127711316	127711318
cg26186239	EEF1A2	3'UTR		chr20	63488138	63488140
cg08897688	GSG1;GSG1	TSS1500;TSS1500		chr12	13103934	13103936
cg17467243	RBPMS;RBPMS;RBPMS	Body;Body;Body	Unclassified	chr8	30556401	30556403
cg04422637				chr12	64761349	64761351
cg18053607	INPP5J;INPP5J	5'UTR;1stExon		chr22	31122976	31122978
cg04387390	PTPN22;PTPN22;PTPN22;PTPN22;AP4B1-AS1;AP4B1-AS1	TSS1500;TSS1500;TSS1500;TSS1500;Body;Body	Promoter_Associated	chr1	113872167	113872169
cg16075139	CD81	Body		chr11	2385692	2385694
cg06127601	NSUN2;NSUN2;NSUN2	Body;Body;Body		chr5	6607285	6607287
cg08842616	VAC14	Body		chr16	70699868	70699870
cg27237019	AAK1	Body		chr2	69584641	69584643
cg11261614	ARHGEF18	5'UTR		chr19	7398896	7398898
cg00116699	HDAC4	Body		chr2	239283563	239283565
cg02590401	CYTH2;CYTH2	3'UTR;3'UTR	Promoter_Associated	chr19	48480813	48480815
cg24397554	CHKA;CHKA	Body;Body		chr11	68077889	68077891
cg17995557	LHPP;LHPP	Body;Body		chr10	124601401	124601403
cg23030329				chr6	157757566	157757568
cg24777505	TBCD	Body	Unclassified	chr17	82871727	82871729
cg26783127	AATK	Body		chr17	81155117	81155119
cg12823087				chr9	110356927	110356929
cg14755717	CD81;CD81	5'UTR;Body		chr11	2393815	2393817
cg16147236				chr3	5014516	5014518
cg05860212				chr10	110424015	110424017
cg21937061	IGSF6;METTL9;METTL9;METTL9;METTL9	Body;Body;Body;Body;Body		chr16	21644902	21644904
cg10917881				chr2	37636726	37636728
cg07846307	ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3	Body;Body;Body;Body;Body;Body;Body		chr17	3958237	3958239
cg09289291	NGEF	5'UTR		chr2	232988589	232988591
cg18304186	NCALD;NCALD;NCALD;NCALD;NCALD;NCALD;NCALD	5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR		chr8	102117135	102117137
cg23440556	CLPTM1;CLPTM1;CLPTM1	Body;Body;Body		chr19	44984544	44984546
cg09643136				chr2	222311963	222311965
cg10899887	ZNF205;ZNF205;ZNF205;ZNF205-AS1;ZNF205-AS1	TSS200;TSS200;TSS200;Body;Body		chr16	3112431	3112433
cg10401362	DNAJB6	Body		chr7	157392707	157392709
cg25573640				chr14	63761880	63761882
cg12595310				chr17	44587387	44587389
cg07223007				chr5	159216113	159216115
cg03145866	IL4;IL4	Body;Body		chr5	132676362	132676364
cg19005485	BDH1;BDH1;BDH1	Body;Body;Body		chr3	197545456	197545458
cg19627093	ARHGEF10	Body		chr8	1952725	1952727
cg03319070	SCARB1;SCARB1	Body;Body	Gene_Associated_Cell_type_specific	chr12	124860620	124860622
cg08014024	INPP5A	Body		chr10	132559598	132559600
cg18462898	LOC729991-MEF2B;LOC729991-MEF2B;MEF2B;LOC729991-MEF2B	Body;5'UTR;TSS1500;Body		chr19	19171641	19171643
cg01658523	POLL;POLL;POLL;POLL;POLL;DPCD	TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;Body	Promoter_Associated	chr10	101589109	101589111
cg12062497	MAP4K2;MAP4K2	Body;Body		chr11	64799756	64799758
cg19582460	CRAMP1L	Body		chr16	1622049	1622051
cg00216676	VPS26B	Body		chr11	134242487	134242489
cg08056558	SLC23A2;SLC23A2	5'UTR;5'UTR		chr20	4946694	4946696
cg01584094			Unclassified_Cell_type_specific	chr21	43834575	43834577
cg01972900	TGFBRAP1;TGFBRAP1	5'UTR;5'UTR		chr2	105309328	105309330
cg18678635	FBXL14	Body		chr12	1578060	1578062
cg04100967				chr22	42356676	42356678
cg23334433	AATK	Body		chr17	81155250	81155252
cg21828319	RFC2;RFC2	3'UTR;3'UTR		chr7	74231635	74231637
cg22820108	NCOR2;NCOR2	5'UTR;5'UTR	Unclassified	chr12	124518671	124518673
cg16330893				chr8	117650564	117650566
cg04475307	MTMR14;MTMR14;MTMR14	Body;Body;Body		chr3	9653220	9653222
cg01040749	INPP5A	Body		chr10	132586935	132586937
cg27124432	ITPR2	Body		chr12	26359800	26359802
cg21590352				chr11	1678753	1678755
cg09367522	LARP1	Body		chr5	154793264	154793266
cg21946374	SLC12A7	Body	Promoter_Associated_Cell_type_specific	chr5	1108285	1108287
cg06292310	CPT1A;CPT1A	Body;Body		chr11	68813855	68813857
cg04331601	FAM129C;FAM129C	TSS1500;TSS1500	Unclassified	chr19	17523070	17523072
cg18148870	AKAP5;ZBTB25	5'UTR;Body		chr14	64467245	64467247
cg04582760	UNC45A;UNC45A	Body;Body		chr15	90945299	90945301
cg05287483	GPCPD1	Body		chr20	5570729	5570731
cg07814536	DGCR2;DGCR2;DGCR2;DGCR2;DGCR2	Body;Body;Body;Body;Body		chr22	19099287	19099289
cg00292334				chr5	100780124	100780126
cg09976287				chr6	26565736	26565738
cg02313207	AFF4	5'UTR		chr5	132943885	132943887
cg01238865	PROZ	TSS200		chr13	113158596	113158598
cg18405880	ATXN7;ATXN7	Body;Body		chr3	63992868	63992870
cg10797387	INF2;INF2;INF2	TSS1500;TSS1500;TSS1500	Unclassified_Cell_type_specific	chr14	104688219	104688221
cg23666117	C6orf47;BAT4	TSS1500;3'UTR		chr6	31662131	31662133
cg00170307	SLC25A13;SLC25A13;SLC25A13	Body;Body;Body		chr7	96123397	96123399
cg17790965	SAMM50	3'UTR	Promoter_Associated	chr22	43996484	43996486
cg07139337	MYO1A;MYO1A	TSS200;5'UTR		chr12	57050131	57050133
cg18265046	LARS2-AS1;LARS2	Body;Body		chr3	45487699	45487701
cg01235607	PDLIM7;PDLIM7;PDLIM7	Body;Body;Body		chr5	177485135	177485137
cg00391741	TPRA1;TPRA1	5'UTR;5'UTR		chr3	127588383	127588385
cg02371766			Unclassified_Cell_type_specific	chr12	92445513	92445515
cg18694540				chr5	160432425	160432427
cg01135584	AOAH-IT1;AOAH;AOAH;AOAH	TSS1500;Body;Body;Body		chr7	36600539	36600541
cg06496803	TBC1D14;TBC1D14	Body;Body		chr4	6939187	6939189
cg19260718				chr11	76277969	76277971
cg22856068	BCL2L13;BCL2L13;BCL2L13;BCL2L13;BCL2L13;BCL2L13;BCL2L13;BCL2L13;BCL2L13;BCL2L13	5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body;Body		chr22	17642941	17642943
cg11492864				chr21	32261988	32261990
cg06784232	CSGALNACT1;CSGALNACT1	Body;5'UTR		chr8	19605638	19605640
cg10190756				chr18	31197971	31197973
cg16365747	ANKRD27	5'UTR		chr19	32672050	32672052
cg09859659	DENND3	Body	Gene_Associated	chr8	141170009	141170011
cg03930004	FASTK;TMUB1;TMUB1;FASTK	TSS1500;Body;Body;TSS1500		chr7	151081703	151081705
cg23719508	IQCE;IQCE	Body;Body		chr7	2584364	2584366
cg08617194	SETD8	Body		chr12	123391223	123391225
cg04346861	HDAC4	5'UTR		chr2	239369401	239369403
cg20156237	ZC3H3	Body	Promoter_Associated	chr8	143461579	143461581
cg15227548	BCL2L2-PABPN1;BCL2L2;BCL2L2	TSS1500;TSS1500;TSS1500		chr14	23306453	23306455
cg02647748	ADAP2	Body		chr17	30954068	30954070
cg24110648	AXIN1;AXIN1	Body;Body		chr16	335052	335054
cg11597277	SUMO1P1	TSS200		chr20	53875708	53875710
cg09043854	RNF103;RNF103;RNF103-CHMP3	Body;Body;Body		chr2	86603912	86603914
cg13396168	SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9	Body;Body;Body;Body;5'UTR;5'UTR;5'UTR;Body;Body;Body	Unclassified_Cell_type_specific	chr17	77465463	77465465
cg11803771	SIPA1;SIPA1	Body;Body		chr11	65641094	65641096
cg23356141	OSBPL2;OSBPL2;OSBPL2	5'UTR;5'UTR;5'UTR		chr20	62246356	62246358
cg23858605	TRIM26	Body		chr6	30186090	30186092
cg25371762	MCM3AP;MCM3AP	ExonBnd;Body		chr21	46254510	46254512
cg21650822	CD320;CD320	3'UTR;3'UTR		chr19	8302192	8302194
cg17319795	LGMN;LGMN	Body;Body	Unclassified_Cell_type_specific	chr14	92704462	92704464
cg09831549			Unclassified_Cell_type_specific	chr2	68720055	68720057
cg25702512				chr10	3896324	3896326
cg11618529	ZNF132	TSS1500	Promoter_Associated	chr19	58440740	58440742
cg01582532	KIAA0182;KIAA0182	5'UTR;Body		chr16	85642919	85642921
cg08066129	SIM2;SIM2	Body;Body		chr21	36704957	36704959
cg20181262	SFRS8	Body		chr12	131799410	131799412
cg01811355				chr8	30056504	30056506
cg04756491	RBM23;RBM23;RBM23	5'UTR;5'UTR;5'UTR		chr14	22916174	22916176
cg26152480				chr2	202608713	202608715
cg16412914	AXIN1;AXIN1	Body;Body		chr16	308247	308249
cg12437013	TMCO3	Body		chr13	113507623	113507625
cg02167476	LRRC8A;LRRC8A;LRRC8A	5'UTR;5'UTR;5'UTR		chr9	128905448	128905450
cg17531288	ROCK2	Body		chr2	11342692	11342694
cg15286847	KLHL36	Body		chr16	84656826	84656828
cg25578124				chr9	121252658	121252660
cg03024546	CLEC16A	Body		chr16	11129658	11129660
cg26783146	VASN;CORO7	5'UTR;Body	Unclassified_Cell_type_specific	chr16	4373630	4373632
cg08788250				chr5	13985911	13985913
cg21432462	TFDP1;TFDP1	Body;Body		chr13	113609421	113609423
cg13916111	STK24;STK24;STK24	Body;Body;Body	Promoter_Associated_Cell_type_specific	chr13	98487756	98487758
cg26247093	GNA12	Body		chr7	2734177	2734179
cg13790259	DEDD2	Body	Promoter_Associated	chr19	42200553	42200555
cg24534583	RNF216;RNF216	Body;Body		chr7	5670222	5670224
cg26090034	DENND5B-AS1	Body		chr12	31599383	31599385
cg21417130			Unclassified_Cell_type_specific	chr1	19074427	19074429
cg14078100				chr11	29282260	29282262
cg14337149	ATP6V1E1;ATP6V1E1;ATP6V1E1	Body;Body;Body	Gene_Associated_Cell_type_specific	chr22	17594722	17594724
cg00320269	VPS53;VPS53	Body;Body		chr17	534594	534596
cg12583266	GFOD1;GFOD1;GFOD1	Body;5'UTR;5'UTR		chr6	13391015	13391017
cg10173751	RAP1GAP2;RAP1GAP2	Body;Body		chr17	2990696	2990698
cg15777606	JARID2	Body		chr6	15496383	15496385
cg24143645	UST	Body		chr6	149026675	149026677
cg16085171	PITPNM2	5'UTR		chr12	123084570	123084572
cg06865642	BRD1;LOC90834	Body;TSS200		chr22	49780379	49780381
cg08098128	STK16;STK16	Body;Body	Unclassified_Cell_type_specific	chr2	219247742	219247744
cg25940713	C17orf59	TSS1500		chr17	8190796	8190798
cg15942206	DENND3	Body		chr8	141172436	141172438
cg09540676				chr3	194003627	194003629
cg01898056	ADAM12;ADAM12;ADAM12;ADAM12;ADAM12	Body;Body;Body;Body;Body		chr10	126062698	126062700
cg00934322	DDR1;DDR1	5'UTR;5'UTR		chr6	30886331	30886333
cg00343906	NADK	Body		chr1	1765252	1765254
cg25319055	ZMYND11;ZMYND11;ZMYND11;ZMYND11;ZMYND11;ZMYND11;ZMYND11	Body;Body;Body;Body;Body;Body;Body		chr10	209406	209408
cg07719172	KCTD10	Body		chr12	109451625	109451627
cg06690535				chr3	196625270	196625272
cg02711800	ESYT2	3'UTR		chr7	158733109	158733111
cg04011995				chr1	40860644	40860646
cg13784559	PTPN18;PTPN18	Body;Body	Promoter_Associated_Cell_type_specific	chr2	130370589	130370591
cg21062739	GNB5;GNB5	Body;Body		chr15	52128370	52128372
cg23328493	CUX1;CUX1;CUX1;CUX1;CUX1;CUX1;CUX1	Body;Body;Body;Body;Body;Body;Body		chr7	102164631	102164633
cg13843335	FAM60A;FAM60A;FAM60A	5'UTR;5'UTR;5'UTR		chr12	31303638	31303640
cg17385482	ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8	Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body		chr20	47262844	47262846
cg01407558				chr3	46298177	46298179
cg25739938	CPSF3	Body		chr2	9470491	9470493
cg00256485	LPCAT1	Body	Unclassified	chr5	1494864	1494866
cg01936636	CARS;CARS;CARS;CARS;CARS	Body;Body;Body;Body;Body		chr11	3037215	3037217
cg27186420	WWP2;WWP2	3'UTR;3'UTR		chr16	69941686	69941688
cg01183860				chr14	99321282	99321284
cg11460520				chr14	64655144	64655146
cg01112784	RHOBTB1;RHOBTB1;RHOBTB1;RHOBTB1	Body;Body;Body;Body		chr10	60911377	60911379
cg14783239	APMAP	Body		chr20	24980423	24980425
cg00295574				chr14	61101498	61101500
cg05762432	PALLD;PALLD;PALLD	Body;Body;Body		chr4	168741926	168741928
cg15823038	SLC6A6;SLC6A6;SLC6A6;SLC6A6	5'UTR;5'UTR;Body;Body		chr3	14442158	14442160
cg08326934	HTT	Body		chr4	3079957	3079959
cg12255554	RBM38;RBM38	3'UTR;3'UTR		chr20	57407921	57407923
cg21863296				chr20	47360850	47360852
cg03808896	SHROOM1;SHROOM1	Body;Body	Unclassified_Cell_type_specific	chr5	132824796	132824798
cg02737462	RERE;RERE	Body;Body		chr1	8512681	8512683
cg23923179	LOC100507577;SIAH1;SIAH1;MIR548AE2;MIR5095	Body;Body;Body;Body;Body		chr16	48361830	48361832
cg24409666	TPRA1;TPRA1;TPRA1	Body;5'UTR;5'UTR		chr3	127580600	127580602
cg00290637	ITGA5;LOC102724050;LOC102724050	Body;Body;Body		chr12	54414061	54414063
cg18332229	ADAP1	Body		chr7	931493	931495
cg17291840	TOR1A	Body		chr9	129817236	129817238
cg20890056				chr14	77120067	77120069
cg00873906				chr13	48574311	48574313
cg14889653	TOLLIP	3'UTR	Gene_Associated_Cell_type_specific	chr11	1276019	1276021
cg01938023	TMEM173	3'UTR		chr5	139476113	139476115
cg01152055			Unclassified_Cell_type_specific	chr20	63635413	63635415
cg02319986	PRAM1	TSS1500		chr19	8503827	8503829
cg07298177				chr16	85544240	85544242
cg07283015	HRH4;HRH4;HRH4	TSS1500;TSS1500;TSS1500		chr18	24459892	24459894
cg06865036	CDKN2D;KRI1;CDKN2D	Body;TSS1500;Body		chr19	10567338	10567340
cg04476070	ZC3H18	Body		chr16	88613191	88613193
cg23055674	PILRB;PILRB;PILRB	5'UTR;TSS1500;5'UTR		chr7	100356660	100356662
cg18994841	ARHGEF3;ARHGEF3	TSS1500;Body		chr3	56916698	56916700
cg27543981				chr7	132742279	132742281
cg02812264			Unclassified	chr12	67449928	67449930
cg25853005	ADRBK1;ADRBK1	ExonBnd;Body		chr11	67283241	67283243
cg13618969	FAM125B	Body		chr9	126421906	126421908
cg12710615	DLC1	Body		chr8	13194300	13194302
cg04853319	CDH1	Body		chr16	68793540	68793542
cg16419756	SLC12A7	Body	Unclassified_Cell_type_specific	chr5	1097678	1097680
cg25395087	SYNJ2	Body		chr6	157988852	157988854
cg08622923	DIABLO;DIABLO;DIABLO;DIABLO	TSS200;TSS200;TSS200;TSS200		chr12	122227568	122227570
cg21805118	DIABLO;DIABLO;DIABLO;DIABLO	TSS200;TSS200;TSS200;TSS200		chr12	122227605	122227607
cg24298539				chr8	37520905	37520907
cg09623077	CCBE1	Body		chr18	59631078	59631080
cg01087801	RUNX2;RUNX2;RUNX2	Body;Body;Body		chr6	45446168	45446170
cg16473184	RNF43;RNF43;RNF43	5'UTR;Body;Body		chr17	58391599	58391601
cg04207180				chr21	36310301	36310303
cg12857080	NACC2	5'UTR		chr9	136076025	136076027
cg15819435			Unclassified_Cell_type_specific	chr3	15345924	15345926
cg05355684	MVD	Body		chr16	88653970	88653972
cg13792713	DYM	Body		chr18	49055793	49055795
cg16089974	SECISBP2;SECISBP2;SECISBP2;SECISBP2	Body;Body;Body;Body		chr9	89350912	89350914
cg10646283	ITCH;ITCH;ITCH	5'UTR;Body;Body	Unclassified_Cell_type_specific	chr20	34405576	34405578
cg04276715	WDR46;WDR46	Body;Body	Gene_Associated_Cell_type_specific	chr6	33286682	33286684
cg03835233				chr6	170445602	170445604
cg02159419	SGSM3;SGSM3;SGSM3	Body;ExonBnd;5'UTR	Unclassified_Cell_type_specific	chr22	40401670	40401672
cg01772407	SOGA1	Body	Unclassified_Cell_type_specific	chr20	36862097	36862099
cg02270433	FANCA;FANCA	Body;Body		chr16	89778980	89778982
cg07149048	DCBLD1	Body		chr6	117538682	117538684
cg19259111	AMBRA1	Body		chr11	46456663	46456665
cg00775909	ZBTB16;ZBTB16	Body;Body		chr11	114064328	114064330
cg24848696	C11orf42	TSS1500		chr11	6204920	6204922
cg24169118				chr6	52320539	52320541
cg05226462	ZNF205;ZNF205;MGC3771;MGC3771	TSS200;TSS200;Body;Body		chr16	3112451	3112453
cg03313271	CUL4A;CUL4A	Body;Body		chr13	113258779	113258781
cg07401928	SIPA1L3	5'UTR		chr19	37921216	37921218
cg21122199	C17orf64	TSS200		chr17	60422358	60422360
cg14990796	MAD1L1;MAD1L1;MAD1L1;MAD1L1;MAD1L1	Body;Body;Body;Body;Body		chr7	2076898	2076900
cg19479214	KIAA1671	Body	Unclassified_Cell_type_specific	chr22	25062585	25062587
cg13920875	PIK3CD;PIK3CD	ExonBnd;Body		chr1	9716602	9716604
cg21811986				chr3	5011446	5011448
cg02769451	MACF1	Body		chr1	39360839	39360841
cg00360780	MGRN1;MGRN1;MGRN1;MGRN1;MGRN1	Body;Body;Body;Body;Body	Unclassified_Cell_type_specific	chr16	4647300	4647302
cg10388100				chr3	6125638	6125640
cg22715788	IQCE;IQCE	Body;Body		chr7	2584513	2584515
cg16689434	GAS8;GAS8	Body;Body	Promoter_Associated	chr16	90023138	90023140
cg22454744	KIAA0284;KIAA0284	5'UTR;5'UTR		chr14	104866262	104866264
cg24864772	CMTM7;CMTM7	Body;Body		chr3	32408119	32408121
